,time,precipitation,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
984,1985-01-31,1412.3000122010708,2,1985,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
985,1985-02-28,5134.300096988678,2,1985,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
986,1985-03-31,4237.300078049302,2,1985,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
987,1985-04-30,3850.5000638067722,2,1985,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
988,1985-05-31,3364.500058218837,2,1985,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
989,1985-06-30,3535.900054216385,2,1985,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
990,1985-07-31,539.5000108033419,2,1985,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
991,1985-08-31,1667.5000272095203,2,1985,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
992,1985-09-30,5658.900102213025,2,1985,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
993,1985-10-31,10153.700173713267,2,1985,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
994,1985-11-30,7866.100128673017,2,1985,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
995,1985-12-31,2416.500038050115,2,1985,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
996,1986-01-31,11643.800184823573,2,1986,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
997,1986-02-28,9164.500129029155,2,1986,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
998,1986-03-31,5310.600070051849,2,1986,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
999,1986-04-30,4544.800082348287,2,1986,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
1000,1986-05-31,4189.600091479719,2,1986,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
1001,1986-06-30,2073.900030851364,2,1986,6,30,27,0,181,2,Summer,-1.0,1.0
1002,1986-07-31,2951.000064253807,2,1986,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
1003,1986-08-31,541.3000093996525,2,1986,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
1004,1986-09-30,6401.9001040533185,2,1986,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
1005,1986-10-31,3261.900069460273,2,1986,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
1006,1986-11-30,11756.300196155906,2,1986,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
1007,1986-12-31,5513.300091221929,2,1986,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
1008,1987-01-31,7288.400127515197,2,1987,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
1009,1987-02-28,4367.400067448616,2,1987,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
1010,1987-03-31,8638.000108323991,2,1987,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
1011,1987-04-30,3614.2000553682446,2,1987,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
1012,1987-05-31,5307.400083720684,2,1987,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
1013,1987-06-30,3265.300063557923,2,1987,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
1014,1987-07-31,3965.200051754713,2,1987,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
1015,1987-08-31,1452.8000264242291,2,1987,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
1016,1987-09-30,991.5000185444951,2,1987,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
1017,1987-10-31,351.80000610649586,2,1987,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
1018,1987-11-30,5439.10009907186,2,1987,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
1019,1987-12-31,13213.900191940367,2,1987,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
1020,1988-01-31,6151.300121568143,2,1988,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
1021,1988-02-29,3372.800059325993,2,1988,2,29,9,0,60,1,Winter,0.5000000000000001,1.0
1022,1988-03-31,8861.000131130219,2,1988,3,31,13,3,91,1,Spring,6.123233995736766e-17,-0.900968867902419
1023,1988-04-30,6652.500134713948,2,1988,4,30,17,5,121,2,Spring,-0.4999999999999998,-0.2225209339563146
1024,1988-05-31,4565.500082075596,2,1988,5,31,22,1,152,2,Spring,-0.8660254037844387,0.6234898018587336
1025,1988-06-30,4385.700073495507,2,1988,6,30,26,3,182,2,Summer,-1.0,-0.900968867902419
1026,1988-07-31,1328.0000213459134,2,1988,7,31,30,6,213,3,Summer,-0.8660254037844388,0.6234898018587334
1027,1988-08-31,468.3000120520592,2,1988,8,31,35,2,244,3,Summer,-0.5000000000000004,-0.22252093395631434
1028,1988-09-30,5059.600079648197,2,1988,9,30,39,4,274,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
1029,1988-10-31,4025.4000957906246,2,1988,10,31,44,0,305,4,Fall,0.5000000000000001,1.0
1030,1988-11-30,14586.200243011117,2,1988,11,30,48,2,335,4,Fall,0.8660254037844384,-0.22252093395631434
1031,1988-12-31,6087.50010792166,2,1988,12,31,52,5,366,4,Winter,1.0,-0.2225209339563146
1032,1989-01-31,8298.800153777003,2,1989,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
1033,1989-02-28,4702.400076523423,2,1989,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
1034,1989-03-31,8885.400182917714,2,1989,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
1035,1989-04-30,5345.1000848039985,2,1989,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
1036,1989-05-31,6171.500098608434,2,1989,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
1037,1989-06-30,2001.8000294715166,2,1989,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
1038,1989-07-31,1394.5000278651714,2,1989,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
1039,1989-08-31,4418.800084628165,2,1989,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
1040,1989-09-30,684.4000113680959,2,1989,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
1041,1989-10-31,6151.900113098323,2,1989,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
1042,1989-11-30,10924.800215125084,2,1989,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
1043,1989-12-31,5394.300083421171,2,1989,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
1044,1990-01-31,13676.900226533413,2,1990,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
1045,1990-02-28,8303.10016950965,2,1990,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
1046,1990-03-31,3572.00005954504,2,1990,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
1047,1990-04-30,4485.900089897215,2,1990,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
1048,1990-05-31,8347.000149220228,2,1990,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
1049,1990-06-30,6000.700076721609,2,1990,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
1050,1990-07-31,2380.2000387609005,2,1990,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
1051,1990-08-31,4278.700058460236,2,1990,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
1052,1990-09-30,248.60000732541084,2,1990,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
1053,1990-10-31,10918.400222092867,2,1990,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
1054,1990-11-30,15049.700171425939,2,1990,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
1055,1990-12-31,9433.80017194897,2,1990,12,31,1,0,365,4,Winter,1.0,1.0
1056,1991-01-31,8137.100150890648,2,1991,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
1057,1991-02-28,6955.400105014443,2,1991,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
1058,1991-03-31,6658.600113689899,2,1991,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
1059,1991-04-30,6203.900106698275,2,1991,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
1060,1991-05-31,6483.60011330992,2,1991,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
1061,1991-06-30,5784.300108768046,2,1991,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
1062,1991-07-31,1869.3000251799822,2,1991,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
1063,1991-08-31,2791.800056502223,2,1991,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
1064,1991-09-30,700.0000209659338,2,1991,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
1065,1991-10-31,2360.3000372350216,2,1991,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
1066,1991-11-30,12550.000213645399,2,1991,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
1067,1991-12-31,6615.200129978359,2,1991,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
1068,1992-01-31,11169.800226844847,2,1992,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
1069,1992-02-29,5672.700091846287,2,1992,2,29,9,5,60,1,Winter,0.5000000000000001,-0.2225209339563146
1070,1992-03-31,1686.000024817884,2,1992,3,31,14,1,91,1,Spring,6.123233995736766e-17,0.6234898018587336
1071,1992-04-30,5994.4000978171825,2,1992,4,30,18,3,121,2,Spring,-0.4999999999999998,-0.900968867902419
1072,1992-05-31,1358.5000193342566,2,1992,5,31,22,6,152,2,Spring,-0.8660254037844387,0.6234898018587334
1073,1992-06-30,6391.800131522119,2,1992,6,30,27,1,182,2,Summer,-1.0,0.6234898018587336
1074,1992-07-31,4998.800073444843,2,1992,7,31,31,4,213,3,Summer,-0.8660254037844388,-0.9009688679024191
1075,1992-08-31,1476.4000212326646,2,1992,8,31,36,0,244,3,Summer,-0.5000000000000004,1.0
1076,1992-09-30,2912.000053137541,2,1992,9,30,40,2,274,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
1077,1992-10-31,3760.3000724688172,2,1992,10,31,44,5,305,4,Fall,0.5000000000000001,-0.2225209339563146
1078,1992-11-30,11344.800177514553,2,1992,11,30,49,0,335,4,Fall,0.8660254037844384,1.0
1079,1992-12-31,7738.300123512745,2,1992,12,31,53,3,366,4,Winter,1.0,-0.900968867902419
1080,1993-01-31,7410.700112558901,2,1993,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
1081,1993-02-28,1609.0000211820006,2,1993,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
1082,1993-03-31,5649.400108411908,2,1993,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
1083,1993-04-30,8122.900146432221,2,1993,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
1084,1993-05-31,4287.900091379881,2,1993,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
1085,1993-06-30,6120.9001227766275,2,1993,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
1086,1993-07-31,6834.300142213702,2,1993,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
1087,1993-08-31,2129.9000361561775,2,1993,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
1088,1993-09-30,1234.6000107750297,2,1993,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
1089,1993-10-31,3192.8000505417585,2,1993,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
1090,1993-11-30,3580.0000457316637,2,1993,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
1091,1993-12-31,9832.200168795884,2,1993,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
1092,1994-01-31,6613.900107696652,2,1994,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
1093,1994-02-28,7348.900099165738,2,1994,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
1094,1994-03-31,4324.300101950765,2,1994,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
1095,1994-04-30,5358.600090533495,2,1994,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
1096,1994-05-31,4144.6000662148,2,1994,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
1097,1994-06-30,4134.000072315335,2,1994,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
1098,1994-07-31,965.9000178053975,2,1994,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
1099,1994-08-31,882.400010868907,2,1994,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
1100,1994-09-30,2081.6000354886055,2,1994,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
1101,1994-10-31,9036.200144149363,2,1994,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
1102,1994-11-30,12194.800200343132,2,1994,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
1103,1994-12-31,12028.200219720602,2,1994,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
1104,1949-01-31,1220.3333297559832,1,1949,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
1105,1949-02-28,4948.197739196619,1,1949,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
1106,1949-03-31,2431.212750716013,1,1949,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
1107,1949-04-30,974.9000124335289,1,1949,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
1108,1949-05-31,4644.400064677,1,1949,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
1109,1949-06-30,771.1000100672245,1,1949,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
1110,1949-07-31,202.10000431537628,1,1949,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
1111,1949-08-31,164.80000431090593,1,1949,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
1112,1949-09-30,1281.900014795363,1,1949,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
1113,1949-10-31,1362.6000230833888,1,1949,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
1114,1949-11-30,4174.700070314109,1,1949,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
1115,1949-12-31,2239.4000439196825,1,1949,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
1116,1950-01-31,6766.300111219287,1,1950,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
1117,1950-02-28,2767.400048188865,1,1950,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
1118,1950-03-31,5016.100077949464,1,1950,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
1119,1950-04-30,1731.0000301897526,1,1950,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
1120,1950-05-31,1554.900024972856,1,1950,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
1121,1950-06-30,5275.800095975399,1,1950,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
1122,1950-07-31,328.8000083938241,1,1950,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
1123,1950-08-31,659.0000088363886,1,1950,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
1124,1950-09-30,763.200012281537,1,1950,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
1125,1950-10-31,5478.700100250542,1,1950,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
1126,1950-11-30,3826.1000636965036,1,1950,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
1127,1950-12-31,6080.500109687448,1,1950,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
1128,1951-01-31,5920.800094909966,1,1951,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
1129,1951-02-28,4283.400070287287,1,1951,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
1130,1951-03-31,3429.100057117641,1,1951,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
1131,1951-04-30,1948.5000383332372,1,1951,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
1132,1951-05-31,3115.9000456035137,1,1951,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
1133,1951-06-30,1683.900025241077,1,1951,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
1134,1951-07-31,561.5000075176358,1,1951,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
1135,1951-08-31,678.9000111818314,1,1951,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
1136,1951-09-30,669.8000135794282,1,1951,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
1137,1951-10-31,4763.2000784650445,1,1951,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
1138,1951-11-30,4206.70007558167,1,1951,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
1139,1951-12-31,6440.200115337968,1,1951,12,31,1,0,365,4,Winter,1.0,1.0
1140,1952-01-31,3876.3000691458583,1,1952,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
1141,1952-02-29,4531.300083987415,1,1952,2,29,9,4,60,1,Winter,0.5000000000000001,-0.9009688679024191
1142,1952-03-31,2885.000047571957,1,1952,3,31,14,0,91,1,Spring,6.123233995736766e-17,1.0
1143,1952-04-30,1784.8000252619386,1,1952,4,30,18,2,121,2,Spring,-0.4999999999999998,-0.22252093395631434
1144,1952-05-31,3112.000037752092,1,1952,5,31,22,5,152,2,Spring,-0.8660254037844387,-0.2225209339563146
1145,1952-06-30,5592.300096333027,1,1952,6,30,27,0,182,2,Summer,-1.0,1.0
1146,1952-07-31,736.6000144332647,1,1952,7,31,31,3,213,3,Summer,-0.8660254037844388,-0.900968867902419
1147,1952-08-31,435.4000070542097,1,1952,8,31,35,6,244,3,Summer,-0.5000000000000004,0.6234898018587334
1148,1952-09-30,1509.3000189438462,1,1952,9,30,40,1,274,3,Fall,-1.8369701987210297e-16,0.6234898018587336
1149,1952-10-31,109.90000227093697,1,1952,10,31,44,4,305,4,Fall,0.5000000000000001,-0.9009688679024191
1150,1952-11-30,1572.0000246241689,1,1952,11,30,48,6,335,4,Fall,0.8660254037844384,0.6234898018587334
1151,1952-12-31,5225.500105470419,1,1952,12,31,1,2,366,4,Winter,1.0,-0.22252093395631434
1152,1953-01-31,7449.200123861432,1,1953,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
1153,1953-02-28,4824.400067143142,1,1953,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
1154,1953-03-31,3476.0000564083457,1,1953,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
1155,1953-04-30,2801.300044797361,1,1953,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
1156,1953-05-31,7010.400121957064,1,1953,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
1157,1953-06-30,3892.1000700443983,1,1953,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
1158,1953-07-31,6.0000001192092896,1,1953,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
1159,1953-08-31,1875.4000358432531,1,1953,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
1160,1953-09-30,152.1000029221177,1,1953,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
1161,1953-10-31,1635.5000270232558,1,1953,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
1162,1953-11-30,4755.600092828274,1,1953,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
1163,1953-12-31,4323.4000782594085,1,1953,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
1164,1954-01-31,4932.0000866651535,1,1954,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
1165,1954-02-28,1701.3000319004059,1,1954,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
1166,1954-03-31,3190.8000471144915,1,1954,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
1167,1954-04-30,2479.7000482678413,1,1954,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
1168,1954-05-31,2070.200035043061,1,1954,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
1169,1954-06-30,3794.0000676438212,1,1954,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
1170,1954-07-31,291.2000050842762,1,1954,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
1171,1954-08-31,1355.6000220999122,1,1954,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
1172,1954-09-30,973.8000134453177,1,1954,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
1173,1954-10-31,1033.0000239387155,1,1954,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
1174,1954-11-30,2218.0000356584787,1,1954,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
1175,1954-12-31,2990.400047726929,1,1954,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
1176,1955-01-31,2178.80003721267,1,1955,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
1177,1955-02-28,1993.6000298038125,1,1955,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
1178,1955-03-31,2376.3000393286347,1,1955,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
1179,1955-04-30,4587.400080285966,1,1955,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
1180,1955-05-31,2455.800037704408,1,1955,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
1181,1955-06-30,1507.5000281855464,1,1955,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
1182,1955-07-31,1789.000028938055,1,1955,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
1183,1955-08-31,8.200000025331974,1,1955,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
1184,1955-09-30,2098.2000386565924,1,1955,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
1185,1955-10-31,2434.000036559999,1,1955,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
1186,1955-11-30,5845.500108771026,1,1955,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
1187,1955-12-31,9500.900175698102,1,1955,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
1188,1956-01-31,8108.2001420632005,1,1956,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
1189,1956-02-29,3973.6000877022743,1,1956,2,29,9,2,60,1,Winter,0.5000000000000001,-0.22252093395631434
1190,1956-03-31,1578.500028848648,1,1956,3,31,13,5,91,1,Spring,6.123233995736766e-17,-0.2225209339563146
1191,1956-04-30,1755.8000249937177,1,1956,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
1192,1956-05-31,6739.5001289099455,1,1956,5,31,22,3,152,2,Spring,-0.8660254037844387,-0.900968867902419
1193,1956-06-30,2563.400043800473,1,1956,6,30,26,5,182,2,Summer,-1.0,-0.2225209339563146
1194,1956-07-31,2188.9000525847077,1,1956,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
1195,1956-08-31,1160.7000173702836,1,1956,8,31,35,4,244,3,Summer,-0.5000000000000004,-0.9009688679024191
1196,1956-09-30,421.8000064268708,1,1956,9,30,39,6,274,3,Fall,-1.8369701987210297e-16,0.6234898018587334
1197,1956-10-31,6134.200093463063,1,1956,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
1198,1956-11-30,977.9000141993165,1,1956,11,30,48,4,335,4,Fall,0.8660254037844384,-0.9009688679024191
1199,1956-12-31,3092.8000395968556,1,1956,12,31,1,0,366,4,Winter,1.0,1.0
1200,1957-01-31,3728.100067317486,1,1957,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
1201,1957-02-28,4223.200080052018,1,1957,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
1202,1957-03-31,7205.600128777325,1,1957,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
1203,1957-04-30,3205.500055588782,1,1957,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
1204,1957-05-31,6993.700120516121,1,1957,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
1205,1957-06-30,1484.2000251114368,1,1957,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
1206,1957-07-31,452.900009945035,1,1957,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
1207,1957-08-31,289.7000052779913,1,1957,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
1208,1957-09-30,1599.3000221773982,1,1957,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
1209,1957-10-31,5224.200086131692,1,1957,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
1210,1957-11-30,2601.600038126111,1,1957,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
1211,1957-12-31,5735.6001080572605,1,1957,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
1212,1958-01-31,5426.700093246996,1,1958,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
1213,1958-02-28,6376.100102066994,1,1958,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
1214,1958-03-31,3349.3000592067838,1,1958,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
1215,1958-04-30,3956.6000708267093,1,1958,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
1216,1958-05-31,3258.7000513896346,1,1958,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
1217,1958-06-30,5408.500101819634,1,1958,6,30,27,0,181,2,Summer,-1.0,1.0
1218,1958-07-31,1412.70002027601,1,1958,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
1219,1958-08-31,670.8000142723322,1,1958,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
1220,1958-09-30,1309.8000194132328,1,1958,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
1221,1958-10-31,900.8000124841928,1,1958,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
1222,1958-11-30,4088.5000631436706,1,1958,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
1223,1958-12-31,4073.0000705122948,1,1958,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
1224,1959-01-31,4693.50007904321,1,1959,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
1225,1959-02-28,3297.4000545963645,1,1959,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
1226,1959-03-31,2986.1000624746084,1,1959,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
1227,1959-04-30,1225.0000161230564,1,1959,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
