,time,precipitation,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
484,1977-07-31,1.098188424800881,1,1977,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
485,1977-10-31,0.9033548207298697,1,1977,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
486,1978-01-31,2.4420424478965392,1,1978,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
487,1978-04-30,2.175364164315409,1,1978,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
488,1978-07-31,0.7719672690753056,1,1978,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
489,1978-10-31,0.6267579277698401,1,1978,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
490,1979-01-31,1.5556226783960465,1,1979,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
491,1979-04-30,1.6424053540828738,1,1979,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
492,1979-07-31,0.6202898655452687,1,1979,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
493,1979-10-31,1.1638218142078232,1,1979,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
494,1980-01-31,1.6420290131007895,1,1980,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
495,1980-04-30,1.3679424093461332,1,1980,4,30,18,2,121,2,Spring,-0.4999999999999998,-0.22252093395631434
496,1980-07-31,1.3834272907547938,1,1980,7,31,31,3,213,3,Summer,-0.8660254037844388,-0.900968867902419
497,1980-10-31,0.7678609901376297,1,1980,10,31,44,4,305,4,Fall,0.5000000000000001,-0.9009688679024191
498,1981-01-31,1.5927804879928174,1,1981,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
499,1981-04-30,1.6194201988717243,1,1981,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
500,1981-07-31,1.2548846157974556,1,1981,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
501,1981-10-31,0.7066291058421039,1,1981,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
502,1982-01-31,2.929253937749535,1,1982,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
503,1982-04-30,1.6113192111290944,1,1982,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
504,1982-07-31,1.2752415680686953,1,1982,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
505,1982-10-31,1.2521202582076103,1,1982,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
506,1983-01-31,1.8432367452876708,1,1983,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
507,1983-04-30,2.6243307437886725,1,1983,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
508,1983-07-31,1.1679951892280875,1,1983,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
509,1983-10-31,0.8166800999301084,1,1983,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
510,1984-01-31,2.846323184107125,1,1984,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
511,1984-04-30,1.9737448897544903,1,1984,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
512,1984-07-31,1.1708132256526287,1,1984,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
513,1984-10-31,1.0946189142589648,1,1984,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
514,1985-01-31,1.5697933708348073,1,1985,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
515,1985-04-30,1.0092107261441785,1,1985,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
516,1985-07-31,0.7981481627069745,1,1985,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
517,1985-10-31,0.9896135431940812,1,1985,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
518,1986-01-31,1.480649515847469,1,1986,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
519,1986-04-30,2.2554030078308878,1,1986,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
520,1986-07-31,0.6508990995929853,1,1986,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
521,1986-10-31,0.8601852004644743,1,1986,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
522,1987-01-31,1.1915727515629444,1,1987,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
523,1987-04-30,1.2942849443412832,1,1987,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
524,1987-07-31,1.2933843481457896,1,1987,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
525,1987-10-31,0.06803542815980672,1,1987,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
526,1988-01-31,1.6146403931769164,1,1988,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
527,1988-04-30,1.1808642184221287,1,1988,4,30,17,5,121,2,Spring,-0.4999999999999998,-0.2225209339563146
528,1988-07-31,0.776986058216524,1,1988,7,31,30,6,213,3,Summer,-0.8660254037844388,0.6234898018587334
529,1988-10-31,0.18960011061690887,1,1988,10,31,44,0,305,4,Fall,0.5000000000000001,1.0
530,1989-01-31,2.2044552179534334,1,1989,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
531,1989-04-30,1.7846580981311164,1,1989,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
532,1989-07-31,0.745746122352215,1,1989,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
533,1989-10-31,0.9937198239994014,1,1989,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
534,1990-01-31,1.003582948334895,1,1990,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
535,1990-04-30,1.2902067081597364,1,1990,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
536,1990-07-31,0.9504160107759798,1,1990,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
537,1990-10-31,0.6947262600620172,1,1990,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
538,1991-01-31,0.9756978159431434,1,1991,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
539,1991-04-30,1.435580547894357,1,1991,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
540,1991-07-31,1.648899654282424,1,1991,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
541,1991-10-31,0.5122114952785621,1,1991,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
542,1992-01-31,1.3548175224357486,1,1992,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
543,1992-04-30,1.0403292364309273,1,1992,4,30,18,3,121,2,Spring,-0.4999999999999998,-0.900968867902419
544,1992-07-31,1.034380051134913,1,1992,7,31,31,4,213,3,Summer,-0.8660254037844388,-0.9009688679024191
545,1992-10-31,0.6708937329912515,1,1992,10,31,44,5,305,4,Fall,0.5000000000000001,-0.2225209339563146
546,1993-01-31,2.2927805012820857,1,1993,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
547,1993-04-30,2.1118740815333923,1,1993,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
548,1993-07-31,1.585950108549957,1,1993,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
549,1993-10-31,0.6164788080032433,1,1993,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
550,1994-01-31,1.0212694763441401,1,1994,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
551,1994-04-30,1.2717159349088414,1,1994,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
552,1994-07-31,0.9110306112302674,1,1994,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
553,1994-10-31,0.44606817781953195,1,1994,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
554,1995-01-31,1.8479862695771343,1,1995,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
